ticker,weight
CR_BCH-USD,0.2
CR_BTC-USD,0.2
CR_TRX-USD,0.2
CR_ETH-USD,0.2
CR_LTC-USD,0.10950879495344927
CR_ADA-USD,0.0544052962752352
CR_EOS-USD,0.036085908771315504
CR_ETC-USD,0.0
CR_XLM-USD,0.0
CR_XRP-USD,0.0
