year,01,02,03,04,05,06,07,08,09,10,11,12
2022,-0.25397245130099366,0.19958876808450832,0.11219602261754869,-0.20423908437496285,-0.34064641834396825,-0.25868162089492774,0.2192922544161917,-0.10464746004869208,0.039383312093312695,-0.0003144499974873094,0.0250325866742227,-0.12680659644867198
2023,0.20740695427704314,-0.017382224444811745,0.04227934800567468,-0.04416840092476915,-0.0006053846887157377,0.22398698592287802,0.09442345720141976,-0.19005946995672562,0.07155582496537027,0.0375578356184425,0.004391140209544675,0.11626756545289885
