year,01,02,03,04,05,06,07,08,09,10,11,12
2022,-0.019045277020911855,-0.012982385635396332,0.05562160758570833,-0.037692253003044685,0.02110123026138222,-0.06131647440800436,0.02962959769552853,-0.027397688871924286,-0.08494243003292035,0.10347084903021675,0.05851843510398025,-0.021764129417225164
2023,0.013321017957444559,-0.04975274308256883,0.03436118506265706,0.01642785939183078,-0.05995718627102431,0.03066063305483291,0.023533687024641425,-0.019924961660253704,-0.019006746669230856,-0.015650820424720324,0.0440133319664735,0.041080223059748455
