ticker,weight
CR_ETC-USD,0.2
CR_BTC-USD,0.2
CR_XRP-USD,0.19999999999999996
CR_BCH-USD,0.19999999999999993
CR_TRX-USD,0.1999999999999997
CR_LTC-USD,1.6209629625601688e-16
CR_XLM-USD,1.345479598395493e-16
CR_ADA-USD,2.909459681513581e-17
CR_EOS-USD,2.142646369198386e-17
CR_ETH-USD,0.0
