ticker,weight
WMT,0.1
MRK,0.1
ABBV,0.0937393242855763
KO,0.09230300753257896
AMGN,0.08940541554877965
EA,0.08197447614999186
O,0.050083360769026315
GILD,0.04822663792612964
CVX,0.04503184672593023
DUK,0.039861318142214025
