year,01,02,03,04,05,06,07,08,09,10,11,12
2022,-0.25259812967482365,0.20265011617183903,0.09925380880407286,-0.178219968328151,-0.3077655854349155,-0.26882724760185706,0.16130469629837973,-0.11061122752363939,0.01683794428853802,0.04226485108432754,0.03201296479747717,-0.10431935116591351
2023,0.195314683607682,-0.0024058975837182306,0.028170750302316527,-0.02103022454040382,0.012656281605807118,0.2801490131906519,0.15363762711743267,-0.1568843898109611,0.07834578994910735,0.051250290947080224,0.015167815666379258,0.0874146720951241
