ticker,weight
ABBV,0.15438051661299645
AMGN,0.11542454649058233
SO,0.11453278252178979
XOM,0.09692023269988126
NUE,0.09451134042018146
OXY,0.09273754654516375
GE,0.08236327640505045
MRK,0.05660955083530996
NVDA,0.05540201225043681
TMUS,0.04279110866386344
