year,01,02,03,04,05,06,07,08,09,10,11,12
2022,-0.04391230770239796,0.0071470256096588525,0.04964644259299211,-0.06709043169388529,0.006916631004006746,-0.09188196642624791,0.06701494546277331,-0.03156560244984963,-0.09794693775685215,0.0983802634416393,0.0701440384418206,-0.037000435314277436
2023,0.06384389854097927,-0.049139353426637666,0.028274153074159925,0.007614265986682467,-0.05111598117500027,0.06169425940203488,0.04450576731208633,-0.039550112510073676,-0.02826651188004503,-0.016276453890240017,0.07282620070163204,0.06029046212110356
