ticker,weight
KO,0.10000000000000013
MRK,0.10000000000000013
V,0.10000000000000013
WMT,0.10000000000000013
TMUS,0.10000000000000013
CMCSA,0.0927761664929082
EA,0.09092256684690798
ABBV,0.0844896022073111
SO,0.061936380935716906
T,0.048622688948433544
