year,01,02,03,04,05,06,07,08,09,10,11,12
2022,-0.040315847455328235,-0.041288581732691565,0.025693292781630683,-0.04776174043087389,0.043777134666788564,-0.06851071002387943,0.04332280285431933,-0.01759290323529783,-0.06677121666806474,0.1337495680538252,0.06826983246623053,-0.023365082043773855
2023,0.016328901762983072,-0.060709413344561924,0.03225696066239969,0.022122041649452973,-0.07020814711408951,0.02821103883658349,0.015280075621055156,-0.025590093787052126,-0.028486737346663626,0.004641365131911046,0.04640413990608838,0.03957254959458534
