ticker,weight
KO,0.1
MRK,0.1
V,0.1
TMUS,0.1
WMT,0.1
CMCSA,0.09277616649290549
EA,0.09092256684691066
ABBV,0.08448960220730604
SO,0.06193638093571701
T,0.04862268894843138
